name,city,wifi,seat,quiet,tasty,cheap,music,url,latitude,longitude,limited_time,socket,standing_desk,mrt,open_time,
Gentle x WanDao,taipei,5,4,5,4,4,5,https://www.facebook.com/wandao22/,25.010648,121.455862,,maybe,no,,,
南西六號公寓,taipei,0,4,3,3,3,3,https://www.facebook.com/nancyno6apt/,25.052325,121.519806,,,,,,
Louisa Coffee路易莎咖啡(新莊中原店),taipei,0,0,0,0,0,0,,25.0541151,121.4612132,,maybe,no,,,
咖竅Cotcha Coffee-板橋中山店,taipei,0,0,0,0,0,0,,25.010129,121.4621195,,,,,,
羽兒咖啡館,taipei,5,5,4,5,5,4,https://www.facebook.com/yourcafe1,25.0232176,121.4748902,no,maybe,no,"新埔站4號出口步9/公車站""八德公園""前",,
威爾貝克手烘咖啡 吳興店,taipei,5,3.5,3.5,4.5,5,4,https://www.facebook.com/orangedays52/,25.030936,121.560298,no,yes,yes,台北101/世貿,07:30 - 20:00,
神燈咖啡 建國店,taipei,4,4,3,3,4,3,https://www.facebook.com/MagiclampCoffeeJG/,25.0349675,121.538261,no,maybe,yes,,,
OranBean COFFEE,taipei,0,0,0,0,0,0,,25.0058169,121.5164897,,,,,,
佐料咖啡,taipei,5,5,4,5,5,5,https://www.facebook.com/seasoningcoffee/,25.042598,121.5703351,,maybe,no,,,
戴安娜咖啡,taipei,4.5,4.5,5,5,4,4,https://www.facebook.com/%E9%BB%9B%E5%AE%89%E5%A8%9C%E5%92%96%E5%95%A1%E9%A4%A8-342133112580875/,24.9756784,121.5338542,,,,,,
Secret 覓覓咖啡,taipei,5,5,5,4,4,4,https://www.facebook.com/secretcafe1205/,25.0067451,121.51012,,maybe,,,已歇業,
木可創意工作室（咖啡酒吧）,taipei,4,5,4,4,5,4,https://www.facebook.com/%E6%9C%A8%E5%8F%AF%E5%89%B5%E6%84%8F%E5%B7%A5%E4%BD%9C%E5%AE%A4-145870136044948/,25.0801089,121.4617953,no,yes,yes,,如遇世足賽會延長營業時間,
A咖啡,taipei,0,0,0,0,0,0,https://m.facebook.com/AnsonACoffee/,25.059675,121.4948038,,no,no,,,
鄰居咖啡Neighbor's Cafe,taipei,4,4,3,3,3,3,https://www.facebook.com/Neighbors-Cafe%E9%84%B0%E5%B1%85%E5%92%96%E5%95%A1-468611039942612/,25.028502,121.531782,no,maybe,,古亭站,營業時間：請對照FB上網頁說明,
Amo Cafe阿默咖啡,taipei,3,5,4,4,3,2,https://www.facebook.com/amocafetw/,24.9646311,121.4383789,maybe,maybe,no,,,
IMPCT Coffee For The Future,taipei,5,5,3,5,5,5,https://www.facebook.com/impctcoffeeyanji,25.0441785,121.5324673,no,maybe,yes,,,
Bean There Cafe 自家烘焙館,taipei,3,3,3,3,5,1,https://www.facebook.com/beanthere.cafe.tpe,25.042942,121.513382,no,no,yes,台大醫院站,平日7:30-20:00    週末9:00-19:00,
Sit Down Plz Coffee Roasting 西當･普里斯,taipei,5,4,3.5,4.5,5,4.5,https://www.facebook.com/SDPcoffee/,25.0697265,121.4960977,,maybe,no,三重國小站步3分,,
BlackShiba黑柴職人手工咖啡館,taipei,0,3,3,5,5,5,,25.1327586,121.5015234,,,,,,
咖博館 台北民生東店,taipei,5,5,4,5,5,4,,25.0588069,121.5594563,maybe,yes,yes,,,
屋穀雜糧woogu house cafe,taipei,0,0,0,0,0,0,,25.1795359,121.4429444,,,,,,
捲尾巴,taipei,4,4,3,3,3,3,https://www.facebook.com/alan66915/,25.012514,121.507278,maybe,maybe,no,,,
CAFE IN,taipei,0,2,4,2,3,4,,25.041149,121.554163,,,,,,
尚合咖啡,taipei,5,4,3,3,4,3,https://www.facebook.com/sunhurcoffee/,25.0006769,121.49716,no,no,no,,,
爍咖啡 COFFEE SOUL,taipei,0,0,0,0,0,0,,25.2386207,121.4569844,,,,,,
Dancing Goats Coffee 跳舞山羊,taipei,5,4,3,4,3,3,https://www.facebook.com/DancingGoatsCoffee10660/,25.0254606,121.5342354,,maybe,no,,,
摩迅土城店,taipei,3,5,3,3,5,4,https://www.facebook.com/%E6%91%A9%E8%BF%85%E6%96%B0%E5%8C%97%E5%9C%9F%E5%9F%8E%E5%BA%97-618232338362009/,24.9868146,121.4503087,maybe,yes,yes,,停止營業,
515 Cafe&Books,taipei,4,4,4,4,3,4.5,https://www.facebook.com/515-cafebooks-954340867956641/,25.0288694,121.5313451,maybe,maybe,no,"東門站5號出口步8分/公車站''金華國中""''金華大廈""步3分/YouBike""金華公園""站步3分",,
讀貓園,taipei,5,5,5,4,3,3,https://www.facebook.com/shadowcompleteme/,25.0191319,121.557821,no,maybe,no,,,
 R.F.S.L coffee shop,taipei,5,5,4,5,3,4.5,https://www.facebook.com/rfsl.coffee/,25.058461,121.482878,maybe,maybe,no,,,
翻轉Flip,taipei,5,4,3,4,4,5,https://www.facebook.com/flip.life.coffee/,25.058934,121.491094,maybe,no,yes,"菜寮站2號出口步1分/公車站""捷運菜寮站""步1分/YouBike""重新重安街口""站步2分",,
民生工寓,taipei,5,4,4,5,3,5,https://www.facebook.com/coffeeessential,25.0576079,121.551816,no,yes,,"中山國中站步7分, 台北小巨蛋站5號出口步11分/公車站""公教住宅""步2分/YouBike""民生敦化路口""站步5分",,
Le gioie cafe 桔也咖啡,taipei,5,5,4,4,4,5,https://www.facebook.com/legioiecafe/,24.9831269,121.533495,no,maybe,yes,,07:30–19:00,
久聆逅 The Nineties Coffee,taipei,5,5,4,5,4,5,www.facebook.com/theninetiescoffee,25.0868458,121.487614,maybe,maybe,yes,,,
一日一咖啡 One day coffee,taipei,0,5,5,5,5,5,,25.0722547,121.5172731,,,,,,
D23 cafe,taipei,5,4,4,5,2,4,https://www.facebook.com/D23cafe/,25.077952,121.550348,,maybe,yes,,,
Full of Beans 充滿豆豆咖啡館,taipei,5,4.5,5,5,4,4.5,https://www.facebook.com/FOBcafe.gallery/,25.047838,121.5411381,no,yes,no,南京復興,12:00-18:00           週一公休,
wanaka coffee,taipei,0,0,0,0,0,0,,25.0497986,121.5656164,,no,no,,,
Gerbera Cafe宓坊咖啡,taipei,5,5,5,4,4,5,,25.0599731,121.5463729,no,maybe,no,,12～19,
 七三茶堂 7teahouse,taipei,4.5,4.5,5,4,3.5,4.5,,25.0441359,121.563476,,,,,,
道南館,taipei,4,4,4.5,5,3,4.5,https://www.facebook.com/daonanguan,22,120,,yes,,,,
22Café - 22號咖啡館,taipei,5,5,5,3,5,4,https://www.facebook.com/22cafeBrunch/about/?ref=page_internal,25.025909,121.546935,,,no,科技大樓,08:00-18:00       週二公休,
The Common,taipei,3.5,4,4,3,4,4,https://www.facebook.com/thecommontw,25.012842,121.535941,no,yes,no,公館,13:00-22:00,
初訪 True from,taipei,0,0,0,0,0,0,https://www.facebook.com/truefrom1585/,25.0474446,121.5552451,,,,,,
Her café,taipei,5,4.5,3.5,4,4.5,3.5,https://www.facebook.com/hercafe2016,25.1100965,121.8603091,maybe,yes,no,,週二～五：11:00 - 17:00 週六～日：11:00 - 18:00 週一公休,
Kafemera 卡菲米朗精品咖啡館,taipei,5,4.5,4,5,4,5,https://www.facebook.com/Kafemera/?fref=ts,25.0365483,121.5469353,maybe,maybe,no,"大安站6號出口步7分, 忠孝復興站3號出口步10分/公車站""仁愛敦化路口""步2分, ""仁愛國中""""和安里""步5分, ""信義敦化路口""""信義大安路口""步6分/Youbike""仁愛醫院""站步3分, ""信義敦化路口""站步8分",,
醜小鴨咖啡外帶吧,taipei,0,0,0,0,0,0,,25.0761918,121.5758572,,,,,,
Walk in Cafe,taipei,5,5,4,4,3,5,https://www.facebook.com/Walkin1805/,25.0733268,121.384262,maybe,yes,yes,,,
波浮 habu juice&foods,taipei,0,0,0,0,0,0,,25.0252736,121.5506341,,,,,,
自由溫室liberbox,taipei,4,4,4,4,4,4,自由溫室,25.004448,121.51135,no,yes,no,永安市場,供餐至7點,
私藏不藏私,taipei,5,4,3,4,3,5,https://www.facebook.com/dlcservice/,24.9945039,121.5057596,maybe,no,no,景安,,
咖啡境Coffee Wondered ,taipei,5,4,5,5,4,4,,25.0026377,121.540403,no,yes,no,萬隆站,,
Louisa Coffee 路易．莎咖啡 江子翠店,taipei,4,3,2,4,4,4,https://www.facebook.com/louisacoffee.6/,25.0309876,121.4730205,no,maybe,yes,江子翠站6號出口,7:30 ~ 21:00,
AMD coffee 自家煎焙珈琲,taipei,0,4,3,5,5,4,https://www.facebook.com/AMDcoffee78/,25.0454307,121.6151605,,,,,,
Provider -Dry Goods & Coffee-,taipei,4,4.5,4.5,5,4,4.5,https://www.facebook.com/Provider2004/,25.0463329,121.504467,maybe,maybe,no,"西門站6號出口步9分/公車站""漢口街""前/YouBike""峨眉停車場""站步4分, ""開封西寧路口""站步5分",,
諾米咖啡NOMI COFFEE ,taipei,0,0,0,0,0,0,,25.0498457,121.5636892,,,,,,
無名黑鐵咖啡,taipei,4,5,4,5,4,4,https://www.facebook.com/Nameless.coffee/,25.0323195,121.5068842,no,no,yes,,週二、週三、週日 11:00-1730，週四、週五、週六 11:00-19:30,
路燈咖啡 師大店,taipei,0,5,2,3,2,4,,25.0244459,121.5268296,no,maybe,no,,,
HOLIN COFFEE,taipei,5,5,4,5,5,4,https://www.facebook.com/holincoffee/,25.0039563,121.5124314,no,maybe,yes,,,
Hou Coffee shop,taipei,4,4,4,4,4,4,https://www.facebook.com/houcoffeeshop/,25.1036412,121.5218964,,,no,芝山站2號出口步1分,,
黑吧煎焙咖啡專賣店,taipei,0,3,4,5,5,4,,25.0317083,121.5589818,no,,,,,
上島珈琲店（誠品新板店）,taipei,4,4,3,4,4,5,https://www.facebook.com/ueshimacoffee.tw,25.0124447,121.4632607,no,maybe,no,捷運板橋站/台鐵板橋站/高鐵板橋站/公車站''新北板橋公車站''/YouBike''捷運板橋站(1號出口),,
黑豆坊咖啡,taipei,3,4,3,5,3,3,https://www.facebook.com/pages/%E9%BB%91%E8%B1%86%E5%9D%8A%E5%92%96%E5%95%A1/187203827965302?fref=ts,25.0940788,121.5278382,,,no,,,
咖啡視野CoffeeView Studio,taipei,5,4,5,5,4,5,https://www.facebook.com/coffeeviewstudio,25.0343726,121.4974414,no,yes,yes,龍山寺捷運站,Instagram: coffeeview_studio,
椿咖啡,taipei,5,4.5,4.5,3,2.5,3.5,https://m.facebook.com/pages/category/Coffee-Shop/%E6%A4%BF-%E7%8F%88%E7%90%B2-338635966800794/,25.0622313,121.5250336,,yes,no,,,
嵐山咖啡,taipei,4,5,4.5,5,5,5,http://www.coffeelife.com.tw/,25.053196,121.540195,,,,中山國小,週一~五10:00-20:00         週六10:00-18:00   週日公休,
時光咖啡故事舘,taipei,5,4,4.5,4,3.5,4.5,https://www.facebook.com/%E6%99%82%E5%85%89%E5%92%96%E5%95%A1%E6%95%85%E4%BA%8B%E8%88%98-890821047753913/,25.0639112,121.6527841,,no,no,"台鐵汐科站北出口前/公車站""汐科站北站""步3分, ""連興街口""步4分/YouBike""汐科火車站(北)""站前",,
BitterSweet 三創店,taipei,5,5,5,5,4,4,https://www.facebook.com/BitterSweetCoffeeRoast/?hc_ref=SEARCH&fref=nf,25.045477,121.531131,no,yes,yes,忠孝新生,11:00-21:30,
書店,taipei,4,3.5,4.5,3,4,4,http://www.ccbook.tw/,25.0065143,121.4505252,,yes,,,週一至周日 11:30-20:00,
八分目珈琲,taipei,0,0,0,0,0,0,,25.0229092,121.5411977,,,,,,
Wen's Coffee,taipei,0,0,0,0,0,0,https://www.facebook.com/wenscafe/,25.0299703,121.4726137,,,,,,
shiro café 白咖啡,taipei,5,5,5,5,4.5,4.5,https://www.instagram.com/shirocafe/,25.0297531,121.542572,no,maybe,yes,大安捷運站,特殊情況才會店休,
杜鵑窩 CUCKOO's NEST,taipei,5,4,5,5,5,5,https://www.facebook.com/CUCKOOSNESTCAFE/,25.0790444,121.546534,no,yes,no,大直站 3 號出口步1分,,
Day Off,taipei,4.8,0,0,5,4,4.5,https://m.facebook.com/coffee.dayoff/,25.0140299,121.5331653,maybe,maybe,yes,,咖啡很專業,
菲瑪咖啡 Cafe Fima,taipei,4,5,5,5,4,4,https://www.facebook.com/pages/%E8%8F%B2%E7%91%AA%E5%92%96%E5%95%A1%E8%87%AA%E5%AE%B6%E7%83%98%E7%84%99%E5%92%96%E5%95%A1%E9%A4%A8/173387669372698,25.0080414,121.5034798,maybe,maybe,,,13:00-22:00，週三公休,
Cafe Hidden Gem 璞石咖啡,taipei,5,5,5,5,4,4,https://www.facebook.com/coffeehiddengem,25.1147567,121.5271057,no,yes,no,芝山站,12:00-21:00週二公休,
Sultani Coffee,taipei,0,0,0,0,0,0,,25.0832723,121.5502265,,,,,,
找到咖啡,taipei,4,4,4,4,4,4,,25.01874,121.534028,,,,,,
The Five Cafe Lab,taipei,5,4,5,5,4,5,,25.0721207,121.6046604,,,,,,
COFFEE: STAND UP 立良,taipei,0,3,3,4,4,4,https://www.facebook.com/coffeestandup,25.0428878,121.5555952,,,,,,
肆月咖啡,taipei,5,5,5,5,5,5,,25.064086,121.5291444,,,,,,
響板,taipei,5,4,5,4.5,2.5,4,https://www.facebook.com/%E9%9F%BF%E6%9D%BF-Woodensounds-Garnet-Cru-568338536528830/,25.0540352,121.5210797,no,,no,中山,13:00-22:00,
老木咖啡,taipei,0,0,0,0,0,0,,25.0256151,121.5516229,,,,,,
挑豆院,taipei,4,4,4,4,3,4,https://www.facebook.com/%E6%8C%91%E8%B1%86%E9%99%A2-1645727852330619/?fref=ts,25.0189331,121.5306986,no,yes,no,台電大樓,,
咖啡小劇場 Cafe Theatre,taipei,5,5,5,5,5,5,https://www.facebook.com/cafetheatretaipei/,25.076547,121.579288,no,no,no,港墘/文德,10:00-21:30       (週六公休),
爐鍋咖啡 關渡店,taipei,5,4,3.5,4,3,4,https://www.luguocafe.com/pages/kuandu-cafe,25.124283,121.466735,no,yes,no,關渡站1號出口，步行2分鐘，跨國知名連鎖咖啡店後面的巷內,,
布朗奇咖啡 敦南店,taipei,5,5,4,3,3,3,https://www.facebook.com/pg/BrunchCoffeeDunnan/about/?ref=page_internal,25.02358,121.548327,no,yes,no,科技大樓,週一到週五:07:00-20:00          六日07:30-18:00,
黑 犬 Black Doggy,taipei,0,0,0,0,0,0,,25.0948255,121.5267408,,,,,,
BitterSweet 咖啡烘焙所,taipei,0,0,0,0,0,0,,25.1774689,121.4497402,,,,,,
Cafe Barco 新店中正店,taipei,5,3,3,5,5,5,https://line.me/R/ti/p/%40mru8080a,24.9851337,121.5334291,no,no,yes,,7:00-18:00,
Seeking Café,taipei,4,4,5,4,5,5,https://www.facebook.com/SeekingCafe.Taipei/,25.075307,121.607784,no,yes,yes,葫洲,09:00-21:00             週一0900-1900,
Next One,taipei,5,4.5,3.5,4,4,5,https://www.facebook.com/nextoneTW/,25.0440119,121.53093,no,yes,yes,,,
Rayca Coffee,taipei,5,5,2.5,4,4,4,https://www.facebook.com/raycaraycacoffee/,25.0602326,121.5210361,no,yes,yes,雙連,,
La Chaudière Coffee 樂初咖啡,taipei,5,5,5,5,4,5,https://www.facebook.com/lachaudierecafes,25.0603263,121.5453609,no,maybe,no,,,
加爾第咖啡,taipei,4.5,4.5,4,4.5,3.5,4.5,,25.018867,121.570703,no,yes,no,,,
P&C Boutique Cafe,taipei,5,5,5,5,5,5,,25.0564394,121.5196687,maybe,yes,no,,,
202 coffeebar ,taipei,5,4,5,4,5,4,https://www.facebook.com/202coffeebar/,25.0658578,121.6649575,no,yes,no,,,
Cafe' de Corner,taipei,0,0,0,0,0,0,,25.028127,121.52136,,,,,,
藝匠自家烘焙咖啡,taipei,0,0,0,0,0,0,,25.0906517,121.4648374,,,,,,
離線咖啡 Offline Cafe,taipei,5,3,2.5,4,3.5,4.5,https://www.facebook.com/pages/%E9%9B%A2%E7%B7%9A%E5%92%96%E5%95%A1-Offline-Cafe/588889944506068,25.0451279,121.528223,,no,no,,,
舒咖啡,taipei,5,5,4.5,5,4.5,4.5,https://catswhiskers.life/carefreecoffee/,24.9820774,121.5615497,no,yes,no,七張站、木柵站,,
NO.7 Coffee,taipei,4,5,5,5,5,4,https://no7coffee.oddle.me/,25.031555,121.517936,no,maybe,no,中正紀念堂,11:07~20:07,
敲我Ciao.O烘焙工作室,taipei,4.5,4.5,4.5,5,5,5,https://www.facebook.com/CiaoCiaoO620/about/,25.0397143,121.4570555,no,yes,,頭前庄/新莊,10:00~20:00       （週一公休）,
左轉靠右The Waiting Zone,taipei,0,0,0,0,0,0,,25.062908,121.4599837,,,,,,
Goodmans Songshan,taipei,5,5,3,4.5,3.5,4,https://www.facebook.com/Goodmanssongshan,25.0492072,121.5806542,no,no,yes,,11：00-19：00 (週末12：00-19：00，週三公休),
四婁cafeˊ,taipei,5,5,5,5,5,5,https://www.facebook.com/四婁Café-257342794995737/?modal=admin_todo_tour,24.967378,121.433999,no,yes,yes,,,
Louisa萬大店,taipei,0,0,0,0,0,0,,25.021045,121.4985523,,,,,,
Cafe Bastille 台大,taipei,0,4,3.5,5,4.5,3.5,https://www.facebook.com/CafeBastilleT/,25.0189506,121.5328663,no,yes,no,"公館站3號出口步7分, 台電大樓站2號出口步7分/公車站""台大""步2分, ""台電大樓""步4分/YouBike""羅斯福新生南路口""站步5分, ""辛亥新生路口""""捷運台電大樓站(2號出口)""站步7分",,
布拉克自家烘焙咖啡館,taipei,0,4.5,4,5,4.5,4.5,,25.132802,121.499185,no,no,yes,北投,,
Miao米亞歐隨義小廚,taipei,4,4,4,4,3,4,https://www.facebook.com/Miaorestaurant/,25.042765,121.56729,yes,yes,no,市政府,11:30-21:00       (週一公休),
Lotty cafe 綠蒂咖啡,taipei,5,4,3,4,4,4,,25.0649961,121.5268702,no,maybe,no,,,
Moodie Cafe,taipei,0,4,5,5,4,5,https://www.facebook.com/moodiecafe.2020/,24.9935076,121.4219483,maybe,maybe,yes,,,
新莊藍貓咖啡,taipei,4,5,5,5,5,3,https://www.facebook.com/%E6%96%B0%E8%8E%8A%E8%97%8D%E8%B2%93%E5%92%96%E5%95%A1-376884899055453/,25.025168,121.423561,no,maybe,no,,週一至週五10:00AM - 10:00PM,
Louisa Coffee 路易莎咖啡(師大直營店),taipei,4.5,3,2,4,5,4,,25.0270599,121.5253189,,maybe,no,,,
敲好 chiao hao,taipei,5,4.5,5,4,3.5,4,https://www.facebook.com/敲好chiao-hao-820564704733122/,25.0573082,121.5287738,no,yes,yes,,營業時間結束前一小時停止點餐,
Blacktail cafe,taipei,3,4,2,5,3,4,https://www.facebook.com/Blacktailcafe/,25.0763976,121.5789716,no,maybe,no,,,
FIVE FLAVOR coffee roasters,taipei,0,0,0,0,0,0,,25.026778,121.5395318,,maybe,no,,,
Lost and Found it cafe 失物招領咖啡館,taipei,5,5,3,4,1,3,https://www.facebook.com/lostandfoundit1/,25.0434345,121.5494716,no,yes,yes,,,
賀運咖啡Herwin Kaffee,taipei,0,0,0,0,0,0,,25.0245478,121.547235,,,,,,
派樂思咖啡,taipei,0,4,4,0,3,4,,25.0618934,121.5319732,no,maybe,no,,,
小森咖啡,taipei,5,5,5,4.5,3,5,https://www.facebook.com/moricoffee.tw/,25.029909,121.443063,no,maybe,no,,,
Norma Coffee 諾馬咖啡-大同哈密店,taipei,5,5,4,5,4,4,https://www.facebook.com/normacoffee65/,25.0730698,121.5153476,no,maybe,yes,圓山站行走七分鐘,,
恬.秘密,taipei,5,5,5,4,3.5,4.5,https://www.facebook.com/%E6%81%AC%E7%A5%95%E5%AF%86-1807361892842437/,25.013531,121.459955,maybe,yes,yes,"板橋站1號出口步4分/公車站""萬坪公園""步1分, ""綜合運動場""步5分, ""板橋公車站""步7分/YouBike""捷運板橋站(1號出口)""""捷運板橋站(3號出口)""站步4分",,
彼得好咖啡信義大安店,taipei,3,5,4,4,5,4,https://www.facebook.com/PeterBetterCafeXinyiDaan/,25.0331733,121.542029,no,maybe,yes,,,
Yolo's Cafe合江店,taipei,5,5,4.5,5,5,5,https://www.facebook.com/yoloscafe20160805/,25.0611878,121.5391286,no,maybe,yes,中山國中站,周一至周五07:00~18:00 周六與周日08:00~17:00 ,
淳覺植饌咖啡坊,taipei,5,4,3,5,4,4,https://www.facebook.com/Euphoria168/,25.131217,121.498541,no,maybe,no,北投站,,
IM 雨焰商行 x 阿波伯楊桃,taipei,0,5,5,5,5,5,https://www.facebook.com/iain.miffy/,25.038355,121.5062456,no,no,,西門站，小南門站,AM 11:00 ～ PM 09:00 、週一公休,
馬克老爹R79中山誠品店,taipei,0,0,0,0,0,0,,25.0523967,121.5205667,,no,no,中山站,,
光權 Kuang's Bistro,taipei,5,4.5,4,4,4,5,https://www.facebook.com/kuang.bistro/,25.0173346,121.462131,no,maybe,no,板橋站,10:00～19:00　週一公休,
金鑛咖啡(台北信義）,taipei,0,0,0,0,0,0,,25.0331015,121.5581987,,,,,,
 All About Caffe,taipei,5,5,5,5,5,5,https://www.facebook.com/AllAboutCaffe/,25.023954,121.521672,maybe,no,yes,古亭站,,
職人淬,taipei,0,0,0,0,0,0,,24.9834507,121.5402582,,,,,,
鈐龍奭自家烘焙咖啡館,taipei,5,5,5,5,5,5,,24.9940917,121.4248035,no,maybe,yes,,11:00~20:00,
杯盃 PuiBui,taipei,4.5,4,4,5,4.5,5,https://www.facebook.com/PuiBui.taipei/,25.0318483,121.5444911,no,maybe,no,大安站,,
Orchard CAFE,taipei,0,0,0,0,0,0,https://www.facebook.com/pages/category/Coffee-Shop/Orchard-CAFE-106814364136102/,25.0628399,121.5273063,no,no,yes,,,
九號公寓caf'e手作館,taipei,0,0,0,0,0,0,,25.0240777,121.5248877,,,,,,
約約客Scooping Cafe,taipei,4,3,2,3,2,3,https://www.facebook.com/scoopingcafe/,25.0334758,121.5182892,no,no,no,捷運中正紀念堂站,平日8:00 - 20:30 假日10:00 - 20:30,
耕耘空間,taipei,5,5,4,0,3,5,https://www.facebook.com/sowingspace/,25.097095,121.5278196,no,maybe,no,,,
Neighbors Cafe 好鄰居,taipei,0,5,5,5,4,5,https://www.facebook.com/cafeneighbors/,25.1138409,121.5272775,maybe,maybe,no,,,
 富錦樹353咖啡,taipei,3,4,3,4,3,4,https://www.facebook.com/fujintree353cafe,25.0606725,121.5577835,no,maybe,no,,09:00 - 21:00,
Reeds Cafe 內湖店,taipei,0,0,0,0,0,0,,25.07991,121.589722,,,,,,
吉米匠咖啡館,taipei,0,0,0,0,0,0,,25.0453978,121.4258245,,,,,,
Leaven workshop 璞家工作室,taipei,0,0,0,0,0,0,,25.0520513,121.5181897,,,,,,
未來咖啡,taipei,0,0,0,0,0,0,10491台北市中山區松江路362巷22號,25.0618789,121.5321742,no,yes,no,,,
J Robot,taipei,5,5,4.5,4.5,4.5,4.5,https://www.facebook.com/jrobotcoffee/,25.0864056,121.4841137,no,maybe,yes,"徐匯中學站2號出口步11分/公車站""集賢路""步3分/YouBike""重陽公園""站步1分",,
深坑 Arc Cafe,taipei,5,4,4,5,4,5,,24.9989003,121.6142776,,,,,,
典藏珈啡館－府中店,taipei,5,5,4,3,4,4,https://www.facebook.com/Artco-De-Caf%C3%A9%E5%85%B8%E8%97%8F%E5%92%96%E5%95%A1%E9%A4%A8%E5%BA%9C%E4%B8%AD%E5%BA%97-797731903596986/?ref=page_internal,25.0113509,121.4615449,,maybe,no,板橋,,
HOKA CAFÉ,taipei,5,5,4,3,5,5,https://m.facebook.com/taiwanhoka/,25.0483375,121.5334565,no,maybe,no,,,
夏洛特咖啡,taipei,0,0,0,0,0,0,,25.0440233,121.5444121,,,,,,
CBD Café,taipei,4,5,5,4,4,4,https://www.facebook.com/cbdcafetaipei/,25.0476968,121.5315228,no,maybe,no,,,
醒而眠手烘咖啡吧 Awake til sleep,taipei,4.5,3.5,3,4.5,3.5,4.5,,25.0402086,121.5429519,,maybe,no,,,
NATIVO精品咖啡,taipei,3.5,5,4,4.5,4,4.5,,25.0768729,121.5790314,no,yes,no,,,
森高砂咖啡館大稻埕店,taipei,5,4,4.5,5,3.5,4.5,http://www.sancoffee.com.tw/index.html,25.0541616,121.5118686,no,yes,yes,,12:00-22:00,
老爸咖啡有限公司 LE BAR COFFEE,taipei,0,0,0,0,0,0,,25.0529209,121.510202,,,,,,
咖啡學人-敦南朵爾 The Cafeist & Cafe Doux,taipei,0,0,0,0,0,0,,25.031044,121.549898,,,,,,
Balance caf'e 平衡點咖啡,taipei,5,5,4,5,4,4,https://m.facebook.com/balance.espresso/?locale2=zh_TW,25.0457031,121.5425339,no,maybe,yes,忠孝復興站,,
井井咖啡廳,taipei,0,0,0,0,0,0,,24.8016904,120.9966641,,,,,,
Congrats Café,taipei,5,4,4,5,4,5,https://www.facebook.com/congratscafe.tw/,25.032973,121.550532,no,maybe,no,信義安和站2號出口步2分,,
暗角咖啡,taipei,5,3,4,4,4,4,https://www.facebook.com/darkcornercafe/,25.0272323,121.5182946,no,maybe,no,"古亭站 8 號出口步5分/公車站""牯嶺街""步1分, ""和平西路一段""""聯合醫院婦幼院區""步2分/YouBike""和平重慶路口""站步2分, ""南昌公園""站步4分",,
樂芙尼手工蛋糕,taipei,0,0,0,0,0,0,,25.0547481,121.5309336,,,,,,
TSUZUKU Coffee 精品咖啡,taipei,0,0,0,0,0,0,,25.1113451,121.5159381,,,,,,
微亭咖啡,taipei,0,0,0,0,0,0,,25.008701,121.4655021,,,,,,
Gato Café Stand（永久停業）,taipei,0,0,0,0,0,0,,25.04551,121.5582839,,,,,,
MOT Cafe 明日咖啡,taipei,5,4,4,4,4,4,https://www.facebook.com/motcafemuseum/,25.0445024,121.5372584,no,maybe,no,,,
DoDidDone Coffee Research,taipei,5,5,4,5,4,4,https://www.facebook.com/dodiddonecoffeeresearch/,25.0625265,121.5451273,no,yes,no,中山國中站,周一至周五08:00-20:00星期例假日13:00-20:00,
Ludique Crème 調皮奶油,taipei,5,5,4,4,4,5,https://www.facebook.com/Ludique.Creme/,25.0424664,121.5667959,maybe,maybe,yes,,星期一公休,
咖啡因館,taipei,5,5,3,4,1,3,https://www.facebook.com/caffeine.cafe11/,25.0028504,121.5130232,maybe,yes,yes,永安市場,08:00-24:00,
 彼得好咖啡 板橋,taipei,5,5,5,5,5,5,https://www.facebook.com/彼得好咖啡-板橋店-423240414528231/,25.0231962,121.4654824,no,yes,no,新埔,,
Mini Cafe & Bar 米米咖啡館,taipei,5,4.5,4.5,5,4,4.5,https://m.facebook.com/minicafebar0229185456/,24.9710579,121.5365646,,no,no,,,
Banana Blue Coffee,taipei,5,5,4,2,3,5,,25.079663,121.557662,,,,,,
外兒 . Stay Awhile,taipei,5,4,3,4,3,4,https://www.facebook.com/Awhile18/,25.01404,121.460387,,,,,,
 石尚自然探索屋【冷水坑店】,taipei,5,3,3,5,4,5,https://www.facebook.com/shishangLRA/,25.1656132,121.5639099,,maybe,,,,
二條通．綠島小夜曲,taipei,0,0,0,0,0,0,,25.048886,121.5215563,,,,,,
4Mano Caffé,taipei,0,3,3,5,4,5,,25.0304713,121.5437014,maybe,no,no,大安站,,
龍火鮮烘咖啡,taipei,0,5,5,4,5,4,,25.0512224,121.4465139,,yes,no,,,
冉冉生活-南港店,taipei,0,0,0,0,0,0,https://www.facebook.com/CoppiiLumiiJM/,25.0599636,121.6145856,no,yes,no,,,
怡客咖啡 公保店,taipei,0,0,0,0,0,0,,25.0450589,121.517632,,,,,,
THERMOS CAFE膳魔師環保咖啡館,taipei,0,5,5,5,4,5,http://thermoscafe.blogspot.tw/,25.0471223,121.5436349,no,,yes,,,
SD Coworking Plaza,taipei,5,5,4,4,4,5,https://www.facebook.com/sdflat/,25.0586789,121.5388068,no,yes,no,,周一到周五 9:00-18:00(18:00後只出不進) 假日可預約時間  (月租的話是24小時自由進出),
